tweets,class
Music save my life but i don't know if I'm saving it or if it needs saving from me. #irony #pdash #goincrazy #mke #boredaf,irony
he also says i dont know what #IRONY means either which is both ironic and projection @MrMathMan31415 @RBRNet9 @IndyEnigma,irony
"Not sure what's easier to do: complain on Twitter, or piss off my girlfriend while she's watching TV by doing LITERALLY ANYTHING!

#irony",irony
"Microsoft: trying to solve the hard problems in computing. Apple: purveyor of overpriced jewelry, using code developed by academics. #irony",irony
Nik Aziz’s son hits out at #HarapanBaru for using dad’s name in recruitment drive http://t.co/HcNDmBNOoc #irony http://t.co/Ts6nO3aK84,irony
"@EastTexMark ""You're a fool if you really think you can make that judgement with the information we have."" #irony http://t.co/AthGc1xFoV",irony
Disaster has struck! Trying to submit my @LandmarkGame Takish build b4 deadline &amp; my ISP goes down. #irony,irony
"@meg_abercrombie I guess they can't understand we look good for US not them, but then again lack of understanding is the problem #ironic",irony
NYC should revoke @taylorswift13 ambassadorship. She barely spends time in the city she is suppose to rep. #irony,irony
The #IRONY in mine and @HannahRealDeal is sadly we are sitting next to each other and still tweeting #WTF #LMAO,irony
Saw a lady struggling with a selfie stick. She wanted to take a closeup but the button was behind her. On the handle of the stick. #irony,irony
i feel like with this push for racial equality people r forgetting that every body is entitled to their opinion not just black ppl. #ironic,irony
While @DorindaMedley&amp;@CaroleRadziwill talk bout the late husbands i get a msg from my deceased bfriends mom I hvn't spoken to in yrs #ironic,irony
This coming from the guy that charged charities top dollar to hear his drivel - as a paid sitting MP #irony http://t.co/ePOymLF4oG,irony
"Hockey: while I was preparing the budget in 2014, SMH editors were preparing a document designed to cause hurt and pain.
#Irony",irony
"SA needs all the small business start-ups we can possibly get
But Adelaide City Councillors calls them cancer/parasites 
#depressing #irony",irony
I was listening to a programme about driverless cars when a human-driven car swerved into my lane #irony,irony
"@_youhadonejob If they had followed the advice noted, there would be no need for the pictured apparel. #Irony",irony
The party is not national but the spokesperson is national.. #Irony @vinaymangal @freentglty @swamimehrahere  https://t.co/Yw1jMCLPD2,irony
@4gen234  Image appeared on this site according to Google. #Irony  http://t.co/8R1PK7eLsH  @imforfun @Amaris_Acosta,irony
Canadian white bread 😳 made in USA hahaha love the Mountie #irony #bread #carbs  #traderjoes #nyc… https://t.co/7PZf4T02gf,irony
"@McMurphyESPN @CFBPlayoff Pinkel sees the NCAA as a business, does not want to meet @FightingIrish in a game competing. #Irony",irony
"you guys, my prof. like my tweet about me catching up on my #popularityclass! #PsychologyofPopularity class ! @UNC @coursera #popular #irony",irony
"@nbcagt @howiemandel @HowardStern, you're on blast... this year's choices are obviously not about talent, they're about ratings... #ironic",irony
It's amazing to go to a show in Nashville and hangout with people you don't know that happen to be from your hometown. #Ironic,irony
"Watched ""Amy."" A movie a bunch of people will see about someone who just wanted to be left out of the spotlight. #irony",irony
Ye olde Kodak building #ironic #Kodak #b&amp;w #binladenworkedforkodak? http://t.co/jiEVvVdUIH http://t.co/i1G64FlqfS,irony
@RyanAmirault they opened their drive they window to tell us it was too risky to...open their drive thru window. #irony @tacobell,irony
@BarbaraLedeen Do you know what's #Ironic about #Iran deal? #Israel's going to get bombed with #Uranium enriched in #US made centrifuges!,irony
Where will i see my self within 5 years? In a mirror motha fukaaaa 🏂 #hillarious #ironic  #summer #personality,irony
"@catsinbelfry  @Longleat also has golliwog items in its gift shop, despite having a black Nigerian Marchioness #ironic",irony
@jimmyja29795206 @BBCPolitics What a stunning lack of insight by Blair. Soulless bankrupt Blairism is why people support Corbyn. #irony,irony
I do love fighting my way through the hoard of smokers that guard the door to NHS HQ!  #Irony #LateAgain,irony
"#AshleyMadisonHack
the morally wrong hacking doing a morally right thing of exposing cheaters in a morally wrong way.. whew! the #irony :P",irony
"@106jackfm mine went out the window when had forceps in theatre ... Radio on, daughter came out to ""Sex is on Fire"" #irony",irony
The end of capitalism has begun http://t.co/iN8TrWs7wy #irony great article by @paulmasonnews http://t.co/jq9qsBU4qQ,irony
It's #ironic for @staronline to break stories abt poor English on the front page with typos &amp; errors inside. #Irony http://t.co/xtZafUvxzL,irony
"People need to just stop using #ironic when it's actually #coincidence. Looking at you, @KimKardashian. Use your voice for good.",irony
My life in structures these past few days #building #to #irony #no #structure #summer ☀️😝 https://t.co/qylmSX57F5,irony
In the one place in the world where it is illegal I just actually stood on chewing gum #irony #singapore https://t.co/c93uzTKUeK,irony
Being told I have to teach 'British values' by the same government that is undermining the NHS and the BBC #irony #thanksconservatives,irony
Let me get this straight. A bunch of cheaters are freaking out because they trusted Ashley Madison and now feel betrayed? #irony #karma,irony
@snazdoll @lalscotton I rewatched Hot Tub Time Machine this week and noticed Stan as this Russian hating dude https://t.co/ml6L8mHWYI #irony,irony
"#Irony!! Jharkhand #Education Minister Ms Neera Yadav  pays tribute to ""LATE"" @APJAbdulKalam we can't expect worse!! http://t.co/Vzaj6B5KkH",irony
Liberals be all for gun control....until you mention you won't sell to Muslims.   #irony #liberallogic,irony
"Guys, he just wants to make it stop.  He says ""No"".  Is that so very much to ask? #Cosby #Irony http://t.co/D6fOe3cPyj",irony
It was only a matter of time... #frankfurters in #frankfurt #irony #tubedmeats #instadaily @… https://t.co/BRYmA0phTx,irony
Shows how out of touch the BBC are. They had John McTernan on talking about the way forward for @UKLabour &amp; why they are rubbish. #Irony,irony
"Asking for advice, using the same question, has gotten me answers everywhere on the spectrum. What's the best way to sort advice? #irony",irony
Infatuation is not love I was telling someone about this tonight #lol #ironic  https://t.co/bLRQMlcp2F,irony
"@TheJpmcian @MohsinHijazee @arsched @Pildat Musharif ko wapis fooj main lao, Tusi onu fair ComaDoora of Faithfuls bana dena way #ironic",irony
Some of you may appreciate the #irony when I report the lid (cap) to this tin (can) will not come off… https://t.co/bfqYUwlLyg,irony
@lutajobe Yeah. Can expect health monster to keep growing if we continue to let obesity/chronic disease swallow the budget #irony,irony
Chris Froome in #TDF 'dream position' despite criticism http://t.co/D91Y1CJ3FB criticism &amp; media scrutiny more stressful than riding #irony,irony
Same organisations call themselves '#Innovative' &amp; '#Agile' but at same time embedded in their organisation #redtape &amp; #Bureaucracy #irony,irony
#Irony RT @_BeautifulAmazn: Meek is in his feelings hard tonight... Nigga might need to listen to some Drake,irony
Having babies as a tool in the #career progression toolkit? #humour #irony #Reality #honesty @LindaJMellors @RKWomensNetwork,irony
"@Shahidmasooddr There's an actual song of #Ayyan called ""Making Dollars"" https://t.co/CEALt0i8KW

#Irony #moneylaundering #Pakistan",irony
I am a grouchy zombie all day but once I get home and eat some leftovers suddenly I'm revitalized. #Ironic,irony
GBP rallies on BOE inflationary comments.  And yet BOE also says GBP strength will curb inflation. #GoFigure #Sideways #Irony,irony
"#Ironic #Repost #isnotajoke #yolo #pueblapeople #ijustwannasing #fuckoff
・・・
Always remember, you… https://t.co/ZDMpXtW3O1",irony
I want to vacation in Vietnam considering my father was once kidnapped by the U.S. Government and shipped there to hunt for humans. #ironic,irony
If @Drake haven't been writing his own shit that mean he not as sensitive as we played him out to be all these years😳😂 #irony #jokesonus,irony
Tony Blair's 'politics of the caveman' analogy quite aptly describes 'solving' complex Middle East issues with military force #irony,irony
@Franklin_Graham We don't need another soldier in the 21st cent culture war. Focus on running your charity please. #irony #notagoodsamaritan,irony
"Lang tchrs able to fare well as SS thru the old methd,thrfre, could being a lang tchr potntially impede one's perspctve j/k?#lill2015 #irony",irony
@CityOfNorthVan the sprinklers were on at the park across from the cap watershed this morning. Please turn them! #irony #level3,irony
"Haven't Got Time For The Pain  #Boston #Irony #CarlySimon
Carly - our local legend!
https://t.co/t8uDrVav1P via @YouTube",irony
"@mossybear_ So let me get this right.
I'm objectionable, but you can't provide me with evidence of that.
But swearing at me is okay? #Ironic",irony
It's been suggested that I go to an anxiety group. I can't imagine anything would make me more anxious. #ironic,irony
"Canada should have a federal election every year, so the government can post a surplus annually instead of every 4 yrs.....#CanPoli #Ironic",irony
"Headline on profile reads ""looking for new opps"" and publishes blog about creating job attracting profiles? #irony",irony
"not just car-crash (well, bike-crash) video, more a blindspot case-study http://t.co/DP8wju9OE7 #irony mirrors adding to driver's blindspot?",irony
The film  Batman v Superman: Dawn of Justice is about an orphan fighting a homeless illegal immigrant... #Jp #irony,irony
Remember a nigga telling me don't fuck with somebody cause they police... Then how he end up telling #ironic,irony
"Mr. Gentleman, why people avoid seeing the truth in other's eyes? http://t.co/22d5mvlF3m #comicstrip #humor #irony #gentleman #comedy",irony
Overuse of hashtags makes me want to cry. #your #entire #post #shouldnt #be #hashtags #twitterpost #twitter #hashtaghashtag #irony #stop,irony
I find it very #Ironic and funny nowadays how people forget soo Quickly the things you've done for… https://t.co/WOunQXriOy,irony
"John Rentoul on BBC: ""If #Corbyn is voted in, there will be civil war in the party, Labour MPs will simply go on strike"" #irony",irony
Anyone see the #irony in a #MilitarizedPolice force and a #Demilitarized #Military? #MilitaryLivesMatter,irony
@accordingtokenz #irony  Not to mention evil.  I'd give them a call and ask if they carry people?  :D,irony
@afentra I could hear a commercial about protecting dreams and newscast abut the crazy kid yelling lady #irony,irony
@ThomasEvansUKIP @mossybear_ #Ironic Thomas. Have a beer. Calm down feller. This isn't good for your health,irony
Apparently so! Article written by white guy telling other white people what black people think of them. #Irony https://t.co/0nCzjq2fml,irony
English village named 'Sonning Eye' objects to George Clooney's all-seeing #CCTV #surveillance cameras http://t.co/j5g0BHMa4R #irony,irony
@charlottefraank happy birthday to basically the most loved girl in all of Charlotte #ironic lol ily and have an amazing day char💖⭐️,irony
"So I blog about #EllenPao &amp;the part trolls played n her demise. I get mad eyes on LinkedIn, including trolls! https://t.co/4NXoyX3MeU #irony",irony
@EPICFITNESS11 saw ad 1st time last night -thought it was gr8 then at end saw it was @cheerios #bigsigh #distraction #irony #partofproblem,irony
"@tysonmanker Yes, in one breath they bemoan all the coverage, then proceed to cover him! #Irony Kornacki filling in for @maddow for example.",irony
"@cinemawaali @MissKhushiSen restating it to rhyme it: divided by niches, united by clichés! #Irony #SixWords @ExactlyThat",irony
You know the month end is near when your purse has more loose change than notes !! #MonthEnd #Irony #truestory,irony
